time,temperature_2m (°C),rain (mm),snowfall (cm),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),soil_temperature_0cm (°C)
2023-08-23T23:00,13.1,0.00,0.00,14.8,5,23.8,12.7
2023-08-24T00:00,13.4,0.00,0.00,13.0,2,23.8,13.0
2023-08-24T01:00,13.0,0.00,0.00,14.0,352,22.3,12.9
2023-08-24T02:00,13.0,0.00,0.00,11.5,350,22.3,12.5
2023-08-24T03:00,12.4,0.00,0.00,10.1,340,18.7,12.2
2023-08-24T04:00,12.1,0.00,0.00,8.3,326,16.6,12.5
2023-08-24T05:00,12.7,0.00,0.00,6.1,319,13.3,13.0
2023-08-24T06:00,13.1,0.00,0.00,5.8,316,11.2,13.4
2023-08-24T07:00,13.5,0.00,0.00,6.1,261,11.2,14.4
2023-08-24T08:00,13.6,0.00,0.00,7.6,243,14.0,14.9
2023-08-24T09:00,15.2,0.00,0.00,6.8,245,14.0,15.6
2023-08-24T10:00,15.7,0.00,0.00,6.8,251,13.3,16.2
2023-08-24T11:00,16.0,0.00,0.00,9.7,241,17.3,16.2
2023-08-24T12:00,16.2,0.00,0.00,9.7,258,18.4,16.6
2023-08-24T13:00,13.9,0.00,0.00,9.7,245,19.1,16.7
2023-08-24T14:00,13.9,0.20,0.00,6.1,242,17.3,16.3
2023-08-24T15:00,13.6,0.20,0.00,4.7,259,10.8,16.1
2023-08-24T16:00,16.0,0.00,0.00,4.0,298,9.7,15.5
2023-08-24T17:00,15.1,0.00,0.00,4.3,336,8.6,14.8
2023-08-24T18:00,14.5,0.00,0.00,4.0,321,7.9,13.8
2023-08-24T19:00,14.0,0.00,0.00,4.3,302,8.3,12.8
2023-08-24T20:00,13.1,0.00,0.00,3.2,325,6.8,12.4
2023-08-24T21:00,12.7,0.00,0.00,3.2,41,5.4,11.9
2023-08-24T22:00,12.0,0.00,0.00,3.2,61,5.0,11.2
2023-08-24T23:00,11.7,0.00,0.00,3.2,60,5.0,10.7
2023-08-25T00:00,11.1,0.00,0.00,2.5,60,5.0,10.4
2023-08-25T01:00,11.2,0.00,0.00,2.2,42,4.3,10.1
2023-08-25T02:00,10.9,0.00,0.00,2.5,22,4.0,9.9
2023-08-25T03:00,10.8,0.00,0.00,2.9,19,4.7,9.6
2023-08-25T04:00,10.6,0.00,0.00,4.0,16,6.1,9.8
2023-08-25T05:00,11.5,0.00,0.00,6.8,25,10.8,11.2
2023-08-25T06:00,12.9,0.00,0.00,10.8,29,18.7,12.6
2023-08-25T07:00,14.1,0.00,0.00,9.0,43,18.0,13.7
2023-08-25T08:00,15.5,0.00,0.00,9.4,52,18.7,14.8
2023-08-25T09:00,16.0,0.00,0.00,9.0,56,19.1,15.9
2023-08-25T10:00,17.2,0.00,0.00,9.4,59,19.8,16.7
2023-08-25T11:00,18.4,0.00,0.00,11.2,34,22.0,17.5
2023-08-25T12:00,18.4,0.00,0.00,14.0,11,26.6,17.9
2023-08-25T13:00,18.3,0.00,0.00,16.6,8,29.9,17.9
2023-08-25T14:00,18.5,0.00,0.00,17.6,9,30.6,17.8
2023-08-25T15:00,18.6,0.00,0.00,17.6,12,31.0,17.4
2023-08-25T16:00,18.8,0.00,0.00,15.5,14,29.9,16.7
2023-08-25T17:00,18.4,0.00,0.00,14.8,17,26.3,15.9
2023-08-25T18:00,17.7,0.00,0.00,11.9,23,24.1,15.0
2023-08-25T19:00,17.1,0.00,0.00,10.1,52,20.9,14.2
2023-08-25T20:00,15.4,0.00,0.00,12.6,83,21.2,13.8
2023-08-25T21:00,16.0,0.00,0.00,10.4,90,20.5,13.7
2023-08-25T22:00,16.9,0.00,0.00,9.4,96,15.1,13.3
2023-08-25T23:00,16.2,0.00,0.00,8.6,114,14.8,12.8
2023-08-26T00:00,16.4,0.00,0.00,7.2,112,13.3,12.6
2023-08-26T01:00,16.3,0.00,0.00,6.8,109,11.2,12.2
2023-08-26T02:00,16.2,0.00,0.00,7.9,93,11.5,12.2
2023-08-26T03:00,16.1,0.00,0.00,7.9,88,11.9,12.1
2023-08-26T04:00,15.9,0.00,0.00,8.6,85,12.6,12.2
2023-08-26T05:00,16.2,0.00,0.00,7.2,85,12.6,13.1
2023-08-26T06:00,16.3,0.00,0.00,5.8,101,10.4,14.4
2023-08-26T07:00,17.6,0.00,0.00,7.6,89,13.0,15.7
2023-08-26T08:00,18.2,0.00,0.00,8.6,121,16.9,16.7
2023-08-26T09:00,19.4,0.00,0.00,9.4,138,19.4,17.8
2023-08-26T10:00,20.5,0.00,0.00,5.8,89,16.6,18.6
2023-08-26T11:00,20.8,0.00,0.00,8.6,71,20.2,18.9
2023-08-26T12:00,21.8,0.00,0.00,13.0,71,26.6,19.2
2023-08-26T13:00,22.2,0.00,0.00,14.8,71,28.4,19.5
2023-08-26T14:00,22.3,0.00,0.00,16.2,75,29.9,19.4
2023-08-26T15:00,21.2,0.00,0.00,12.2,87,27.4,19.3
2023-08-26T16:00,20.6,0.00,0.00,15.1,76,26.3,18.5
2023-08-26T17:00,20.2,0.00,0.00,14.4,82,25.9,17.4
2023-08-26T18:00,18.9,0.00,0.00,9.4,97,24.1,15.9
2023-08-26T19:00,17.3,0.00,0.00,9.4,87,17.6,14.8
2023-08-26T20:00,16.1,0.00,0.00,9.4,94,14.8,14.2
2023-08-26T21:00,15.5,0.00,0.00,8.6,104,14.8,13.7
2023-08-26T22:00,15.3,0.00,0.00,7.9,104,13.0,13.5
2023-08-26T23:00,15.5,0.00,0.00,8.3,84,12.6,13.3
2023-08-27T00:00,15.4,0.00,0.00,8.6,85,13.0,13.9
2023-08-27T01:00,15.3,0.00,0.00,9.4,80,14.4,13.8
2023-08-27T02:00,12.0,0.00,0.00,9.4,85,14.8,13.6
2023-08-27T03:00,12.2,0.00,0.00,10.1,90,16.2,13.0
2023-08-27T04:00,15.0,0.00,0.00,9.7,81,17.6,12.7
2023-08-27T05:00,15.2,0.00,0.00,7.6,80,15.1,13.4
2023-08-27T06:00,15.6,0.00,0.00,9.4,78,15.1,14.7
2023-08-27T07:00,17.2,0.00,0.00,10.8,76,19.1,15.9
2023-08-27T08:00,18.1,0.00,0.00,13.3,75,24.1,17.0
2023-08-27T09:00,18.8,0.00,0.00,13.7,76,25.6,17.9
2023-08-27T10:00,19.0,0.00,0.00,18.0,78,32.4,18.7
2023-08-27T11:00,20.5,0.00,0.00,21.2,77,37.8,19.2
2023-08-27T12:00,21.3,0.00,0.00,19.4,75,37.8,19.6
2023-08-27T13:00,21.7,0.00,0.00,18.0,77,35.3,19.5
2023-08-27T14:00,21.1,0.00,0.00,16.6,91,32.4,19.4
2023-08-27T15:00,21.2,0.00,0.00,17.3,96,30.6,18.4
2023-08-27T16:00,20.3,0.00,0.00,16.9,106,30.2,17.7
2023-08-27T17:00,19.0,0.00,0.00,12.6,96,28.8,16.9
2023-08-27T18:00,18.5,0.00,0.00,13.3,100,21.6,16.0
2023-08-27T19:00,17.8,0.00,0.00,14.0,103,22.3,15.6
2023-08-27T20:00,16.8,0.10,0.00,19.1,104,34.2,15.0
2023-08-27T21:00,15.0,0.30,0.00,20.2,84,33.8,14.9
2023-08-27T22:00,14.8,0.00,0.00,21.6,77,35.3,14.8
2023-08-27T23:00,14.8,0.00,0.00,17.6,77,35.3,14.2
2023-08-28T00:00,15.3,0.00,0.00,15.8,74,28.4,14.1
2023-08-28T01:00,15.5,0.00,0.00,16.2,75,26.6,13.9
2023-08-28T02:00,15.3,0.00,0.00,15.8,76,26.6,13.7
2023-08-28T03:00,15.0,0.00,0.00,15.1,84,25.6,13.2
2023-08-28T04:00,15.4,0.00,0.00,14.0,112,25.9,13.2
2023-08-28T05:00,15.6,0.00,0.00,13.7,112,24.8,13.9
2023-08-28T06:00,16.1,0.00,0.00,14.4,108,25.2,14.9
2023-08-28T07:00,16.6,0.00,0.00,16.9,126,31.0,16.2
2023-08-28T08:00,17.8,0.00,0.00,16.2,137,30.6,17.2
2023-08-28T09:00,19.2,0.00,0.00,14.8,142,29.9,17.6
2023-08-28T10:00,19.5,0.00,0.00,14.8,181,32.4,17.5
2023-08-28T11:00,19.9,0.00,0.00,19.4,188,35.6,18.1
2023-08-28T12:00,20.1,0.00,0.00,14.8,215,33.8,19.1
2023-08-28T13:00,18.5,0.00,0.00,14.8,235,30.6,17.2
2023-08-28T14:00,17.2,0.00,0.00,9.7,229,27.0,16.5
2023-08-28T15:00,17.1,0.00,0.00,15.8,221,29.2,16.0
2023-08-28T16:00,17.4,0.00,0.00,10.8,205,23.0,15.7
2023-08-28T17:00,17.3,0.00,0.00,9.7,183,19.4,15.5
2023-08-28T18:00,15.6,0.10,0.00,14.4,176,24.8,14.8
2023-08-28T19:00,14.8,0.00,0.00,19.4,187,32.8,14.6
2023-08-28T20:00,14.4,0.00,0.00,22.0,186,37.4,14.5
2023-08-28T21:00,14.0,0.10,0.00,27.0,183,46.4,14.3
2023-08-28T22:00,13.6,0.00,0.00,25.6,185,44.6,14.3
2023-08-28T23:00,13.2,0.20,0.00,26.6,188,47.2,14.3
2023-08-29T00:00,13.4,0.10,0.00,31.0,189,52.9,13.9
2023-08-29T01:00,12.9,0.40,0.00,28.1,187,52.9,13.7
2023-08-29T02:00,12.4,0.60,0.00,28.1,181,49.0,13.6
2023-08-29T03:00,12.3,0.10,0.00,29.2,181,51.1,13.4
2023-08-29T04:00,12.4,2.10,0.00,27.7,182,49.0,13.5
2023-08-29T05:00,12.5,0.40,0.00,24.8,186,47.2,13.5
2023-08-29T06:00,12.6,0.10,0.00,28.1,206,47.9,13.5
2023-08-29T07:00,13.6,0.20,0.00,16.2,204,40.7,13.7
2023-08-29T08:00,13.8,1.10,0.00,26.6,238,43.9,13.8
2023-08-29T09:00,13.7,0.80,0.00,29.9,235,49.7,14.1
2023-08-29T10:00,13.6,0.20,0.00,27.7,233,49.3,13.7
2023-08-29T11:00,13.5,0.00,0.00,27.4,231,46.1,13.8
2023-08-29T12:00,14.1,0.00,0.00,26.6,225,45.4,14.6
2023-08-29T13:00,14.2,0.00,0.00,25.9,225,46.8,14.7
2023-08-29T14:00,14.9,0.00,0.00,23.4,223,43.9,14.8
2023-08-29T15:00,14.9,0.00,0.00,22.7,224,40.3,14.5
2023-08-29T16:00,15.2,0.00,0.00,18.4,218,38.5,14.1
2023-08-29T17:00,13.9,0.00,0.00,18.7,215,35.3,13.8
2023-08-29T18:00,13.5,0.00,0.00,15.1,222,31.3,13.5
2023-08-29T19:00,13.2,0.00,0.00,16.2,212,28.4,13.2
2023-08-29T20:00,12.9,0.00,0.00,15.1,214,27.4,13.0
2023-08-29T21:00,12.5,0.00,0.00,10.1,195,24.8,12.7
2023-08-29T22:00,12.7,0.00,0.00,13.0,188,21.6,12.5
2023-08-29T23:00,12.7,0.00,0.00,13.3,197,25.2,12.5
2023-08-30T00:00,12.7,0.00,0.00,13.7,193,23.4,12.2
2023-08-30T01:00,12.6,0.00,0.00,13.3,186,22.3,12.0
2023-08-30T02:00,12.5,0.00,0.00,12.6,178,22.3,11.6
2023-08-30T03:00,12.5,0.00,0.00,11.5,171,21.2,11.0
2023-08-30T04:00,12.4,0.00,0.00,8.6,165,18.4,10.5
2023-08-30T05:00,12.4,0.00,0.00,7.6,167,14.4,11.3
2023-08-30T06:00,12.9,0.00,0.00,7.9,142,14.0,12.8
2023-08-30T07:00,13.9,0.00,0.00,5.0,143,14.0,13.6
2023-08-30T08:00,15.0,0.00,0.00,2.5,126,11.5,14.3
2023-08-30T09:00,15.8,0.00,0.00,2.9,42,10.8,15.1
2023-08-30T10:00,16.4,0.00,0.00,5.8,10,15.1,15.5
2023-08-30T11:00,16.9,0.00,0.00,8.3,349,18.7,16.0
2023-08-30T12:00,16.8,0.00,0.00,11.2,348,22.7,16.8
2023-08-30T13:00,16.8,0.00,0.00,13.3,346,25.2,16.8
2023-08-30T14:00,16.7,0.00,0.00,15.5,345,28.1,16.5
2023-08-30T15:00,16.8,0.00,0.00,15.1,360,27.4,16.0
2023-08-30T16:00,16.5,0.00,0.00,14.4,6,27.0,15.2
2023-08-30T17:00,15.7,0.00,0.00,14.8,7,25.2,14.4
2023-08-30T18:00,14.1,0.00,0.00,13.7,5,25.6,13.5
2023-08-30T19:00,13.5,0.00,0.00,12.6,6,22.3,13.0
2023-08-30T20:00,13.2,0.00,0.00,9.4,0,20.5,12.9
2023-08-30T21:00,13.3,0.00,0.00,8.6,355,16.2,12.4
2023-08-30T22:00,12.2,0.00,0.00,5.4,335,13.7,12.1
2023-08-30T23:00,11.9,0.90,0.00,2.9,338,7.9,11.9
2023-08-31T00:00,11.4,1.00,0.00,2.9,337,6.1,11.6
2023-08-31T01:00,10.5,0.00,0.00,1.4,291,4.3,11.6
2023-08-31T02:00,9.9,0.00,0.00,1.4,70,3.2,11.3
2023-08-31T03:00,10.3,0.00,0.00,3.6,141,6.5,10.8
2023-08-31T04:00,10.8,0.00,0.00,3.2,249,7.2,10.7
2023-08-31T05:00,11.3,0.00,0.00,2.9,156,5.8,11.4
2023-08-31T06:00,11.6,0.00,0.00,2.2,216,4.0,12.3
2023-08-31T07:00,12.6,0.00,0.00,5.0,170,9.7,13.2
2023-08-31T08:00,14.4,0.00,0.00,7.2,163,15.1,13.6
2023-08-31T09:00,15.2,0.00,0.00,7.2,218,16.2,14.2
2023-08-31T10:00,15.8,0.00,0.00,9.7,303,19.8,14.8
2023-08-31T11:00,16.2,0.00,0.00,11.2,330,22.3,15.2
2023-08-31T12:00,16.7,0.00,0.00,11.2,335,22.3,15.8
2023-08-31T13:00,16.3,0.00,0.00,11.5,334,22.7,15.9
2023-08-31T14:00,16.4,0.00,0.00,13.0,337,24.5,15.8
2023-08-31T15:00,16.4,0.00,0.00,14.4,341,25.9,15.6
2023-08-31T16:00,16.2,0.00,0.00,14.8,343,26.3,14.9
2023-08-31T17:00,16.0,0.00,0.00,14.8,346,26.3,14.1
2023-08-31T18:00,15.2,0.00,0.00,14.0,351,25.2,13.1
2023-08-31T19:00,13.9,0.00,0.00,11.2,347,22.7,12.0
2023-08-31T20:00,13.1,0.00,0.00,9.7,340,18.4,11.4
2023-08-31T21:00,13.0,0.00,0.00,9.4,334,15.1,11.1
2023-08-31T22:00,12.9,0.00,0.00,9.0,332,15.1,10.7
2023-08-31T23:00,12.6,0.00,0.00,7.9,334,14.4,10.6
2023-09-01T00:00,12.3,0.00,0.00,7.2,341,13.0,11.3
2023-09-01T01:00,12.5,0.00,0.00,6.8,356,11.5,11.5
2023-09-01T02:00,12.6,0.00,0.00,4.0,24,10.8,11.8
2023-09-01T03:00,12.8,0.00,0.00,2.9,355,8.3,11.6
2023-09-01T04:00,12.7,0.00,0.00,1.8,354,4.7,11.8
2023-09-01T05:00,12.9,0.00,0.00,2.2,59,3.2,12.1
2023-09-01T06:00,13.4,0.00,0.00,5.8,325,9.7,12.6
2023-09-01T07:00,13.9,0.00,0.00,7.6,306,14.0,13.5
2023-09-01T08:00,14.3,0.00,0.00,6.8,305,14.0,13.9
2023-09-01T09:00,14.8,0.00,0.00,6.1,320,13.0,14.7
2023-09-01T10:00,15.5,0.00,0.00,5.0,328,13.0,15.4
2023-09-01T11:00,16.2,0.00,0.00,5.8,288,12.6,15.7
2023-09-01T12:00,16.3,0.00,0.00,6.5,277,14.4,16.0
2023-09-01T13:00,16.3,0.00,0.00,8.3,278,16.9,15.7
2023-09-01T14:00,16.8,0.00,0.00,9.4,271,18.0,15.6
2023-09-01T15:00,16.4,0.00,0.00,9.7,290,18.4,15.5
2023-09-01T16:00,15.9,0.00,0.00,12.2,286,21.2,14.8
2023-09-01T17:00,15.4,0.00,0.00,10.4,302,21.6,14.0
2023-09-01T18:00,14.9,0.00,0.00,7.2,283,17.3,13.1
2023-09-01T19:00,14.1,0.00,0.00,6.5,313,11.9,12.2
2023-09-01T20:00,13.5,0.00,0.00,5.0,344,10.8,12.1
2023-09-01T21:00,13.2,0.00,0.00,2.9,319,7.9,12.2
2023-09-01T22:00,13.0,0.00,0.00,4.0,226,6.5,11.9
2023-09-01T23:00,12.3,0.00,0.00,7.6,243,12.2,12.1
2023-09-02T00:00,11.4,0.00,0.00,8.6,240,15.8,12.1
2023-09-02T01:00,11.1,0.10,0.00,4.3,219,14.0,12.0
2023-09-02T02:00,11.1,0.00,0.00,3.2,189,7.2,11.8
2023-09-02T03:00,10.8,0.00,0.00,5.4,208,8.6,11.8
2023-09-02T04:00,10.9,0.00,0.00,5.4,225,9.4,11.8
2023-09-02T05:00,11.1,0.00,0.00,3.2,194,8.6,12.2
2023-09-02T06:00,11.9,0.40,0.00,3.2,168,6.1,12.6
2023-09-02T07:00,12.9,0.00,0.00,3.2,119,6.5,12.8
2023-09-02T08:00,13.7,0.00,0.00,6.5,154,12.6,13.0
2023-09-02T09:00,14.7,0.70,0.00,7.6,148,13.3,13.6
2023-09-02T10:00,15.1,0.20,0.00,6.1,158,13.0,13.6
2023-09-02T11:00,15.6,0.00,0.00,7.2,164,13.0,14.2
2023-09-02T12:00,15.6,0.00,0.00,6.8,165,14.0,14.5
2023-09-02T13:00,15.2,0.00,0.00,6.1,185,14.0,14.4
2023-09-02T14:00,14.9,0.00,0.00,7.2,249,14.4,14.2
2023-09-02T15:00,14.8,0.00,0.00,12.6,285,21.6,14.2
2023-09-02T16:00,14.7,0.00,0.00,10.8,294,21.6,13.8
2023-09-02T17:00,14.7,0.00,0.00,8.6,292,19.1,13.4
2023-09-02T18:00,14.2,0.00,0.00,6.1,284,14.8,13.0
2023-09-02T19:00,13.6,0.00,0.00,2.2,210,9.7,12.2
2023-09-02T20:00,12.2,0.00,0.00,5.0,191,8.3,12.2
2023-09-02T21:00,11.6,0.00,0.00,5.4,188,8.6,12.3
2023-09-02T22:00,12.0,0.00,0.00,6.5,196,10.4,12.1
2023-09-02T23:00,11.8,0.00,0.00,7.2,161,11.9,11.7
2023-09-03T00:00,11.1,0.00,0.00,9.7,189,15.8,11.9
2023-09-03T01:00,11.5,0.00,0.00,11.2,197,18.4,12.1
2023-09-03T02:00,11.7,0.00,0.00,11.5,194,19.1,12.0
2023-09-03T03:00,12.0,0.00,0.00,15.1,177,25.2,12.1
2023-09-03T04:00,12.0,0.00,0.00,16.9,180,28.4,12.1
2023-09-03T05:00,12.1,0.00,0.00,19.8,185,33.5,12.1
2023-09-03T06:00,12.1,0.00,0.00,22.0,186,37.4,12.2
2023-09-03T07:00,12.4,0.00,0.00,23.4,186,39.6,12.3
2023-09-03T08:00,12.5,0.20,0.00,24.1,186,41.0,12.5
2023-09-03T09:00,12.6,0.30,0.00,24.8,178,45.0,12.7
2023-09-03T10:00,13.1,0.20,0.00,23.4,175,42.5,12.9
2023-09-03T11:00,13.7,0.10,0.00,28.4,179,48.6,13.1
2023-09-03T12:00,13.6,0.50,0.00,31.3,192,53.3,12.8
2023-09-03T13:00,12.5,0.60,0.00,33.1,189,57.2,12.8
2023-09-03T14:00,12.4,0.40,0.00,33.8,190,58.0,13.2
2023-09-03T15:00,12.8,0.10,0.00,32.8,184,57.2,13.2
2023-09-03T16:00,12.5,0.50,0.00,37.1,197,63.4,12.9
2023-09-03T17:00,12.4,0.10,0.00,23.8,201,63.0,12.8
2023-09-03T18:00,12.5,0.20,0.00,22.0,194,45.4,12.5
2023-09-03T19:00,12.7,0.80,0.00,26.3,196,44.6,12.4
2023-09-03T20:00,12.3,4.10,0.00,29.9,203,58.0,12.2
2023-09-03T21:00,11.7,1.30,0.00,27.7,194,51.5,12.3
2023-09-03T22:00,11.7,4.00,0.00,28.8,231,56.5,12.2
2023-09-03T23:00,11.0,0.10,0.00,22.7,223,47.2,12.1
2023-09-04T00:00,10.9,0.00,0.00,27.0,237,49.3,12.1
2023-09-04T01:00,10.8,1.80,0.00,27.4,267,61.2,11.9
2023-09-04T02:00,11.4,0.00,0.00,36.7,255,60.1,11.9
2023-09-04T03:00,12.5,0.00,0.00,29.9,246,50.0,11.7
2023-09-04T04:00,11.9,0.00,0.00,28.8,241,50.0,11.7
2023-09-04T05:00,11.9,0.00,0.00,28.1,233,47.9,11.9
2023-09-04T06:00,11.9,0.00,0.00,29.2,231,48.6,12.1
2023-09-04T07:00,12.5,0.00,0.00,27.7,226,48.6,12.2
2023-09-04T08:00,12.7,0.00,0.00,30.6,219,51.1,12.5
2023-09-04T09:00,12.5,0.00,0.00,32.4,208,55.1,12.7
2023-09-04T10:00,12.7,0.00,0.00,35.6,206,60.8,12.6
2023-09-04T11:00,12.8,0.00,0.00,36.4,209,63.4,12.4
2023-09-04T12:00,12.5,1.00,0.00,25.2,195,61.6,12.3
2023-09-04T13:00,12.1,3.50,0.00,37.1,203,78.1,12.2
2023-09-04T14:00,12.0,2.20,0.00,40.7,197,77.4,12.3
2023-09-04T15:00,12.0,2.50,0.00,35.6,199,69.8,11.7
2023-09-04T16:00,12.1,3.10,0.00,40.0,224,70.6,12.5
2023-09-04T17:00,12.2,1.10,0.00,37.4,261,66.6,12.1
2023-09-04T18:00,12.4,0.00,0.00,39.2,270,70.2,11.7
2023-09-04T19:00,11.8,0.00,0.00,30.6,268,67.7,11.4
2023-09-04T20:00,11.5,0.00,0.00,31.3,261,51.8,11.2
2023-09-04T21:00,11.0,0.00,0.00,28.4,268,50.4,11.2
2023-09-04T22:00,11.0,0.00,0.00,22.7,266,46.1,11.1
2023-09-04T23:00,10.9,0.00,0.00,20.2,267,36.7,10.9
2023-09-05T00:00,10.7,0.00,0.00,20.5,249,34.9,10.6
2023-09-05T01:00,10.8,0.00,0.00,21.2,255,37.1,10.6
2023-09-05T02:00,10.9,0.00,0.00,22.0,249,37.8,10.4
2023-09-05T03:00,10.7,0.00,0.00,23.8,249,39.2,10.1
2023-09-05T04:00,10.6,0.00,0.00,24.1,249,40.3,10.2
2023-09-05T05:00,10.2,0.20,0.00,24.1,253,44.6,10.4
2023-09-05T06:00,10.7,0.20,0.00,24.8,250,40.7,11.0
2023-09-05T07:00,11.7,0.00,0.00,26.3,251,43.2,11.5
2023-09-05T08:00,12.2,0.00,0.00,25.6,250,43.6,11.7
2023-09-05T09:00,12.8,0.00,0.00,26.6,257,43.9,12.0
2023-09-05T10:00,13.0,0.00,0.00,27.0,254,45.7,12.7
2023-09-05T11:00,12.8,0.00,0.00,27.7,249,46.8,12.6
2023-09-05T12:00,12.5,0.00,0.00,27.4,247,46.4,11.6
2023-09-05T13:00,11.2,2.20,0.00,29.2,258,48.6,11.6
2023-09-05T14:00,11.8,1.00,0.00,29.5,264,49.0,11.8
2023-09-05T15:00,11.5,0.00,0.00,24.8,241,56.5,11.6
2023-09-05T16:00,11.2,1.30,0.00,31.7,278,53.3,11.6
2023-09-05T17:00,11.3,0.50,0.00,32.8,279,58.3,11.1
2023-09-05T18:00,10.7,0.40,0.00,36.0,291,60.8,11.0
2023-09-05T19:00,11.1,0.00,0.00,29.2,282,58.7,11.0
2023-09-05T20:00,11.0,0.50,0.00,33.1,285,54.4,10.9
2023-09-05T21:00,11.1,0.00,0.00,28.1,279,51.1,10.9
2023-09-05T22:00,10.9,2.00,0.00,25.6,286,49.7,10.8
2023-09-05T23:00,11.1,1.20,0.00,23.8,285,46.8,10.8
2023-09-06T00:00,11.0,0.00,0.00,20.9,270,37.4,10.7
2023-09-06T01:00,10.9,0.30,0.00,23.0,273,37.4,10.5
2023-09-06T02:00,10.7,0.00,0.00,19.4,254,41.0,10.3
2023-09-06T03:00,11.1,0.00,0.00,18.7,271,31.0,10.4
2023-09-06T04:00,10.8,0.30,0.00,13.3,260,31.3,10.5
2023-09-06T05:00,10.8,0.40,0.00,11.9,268,21.6,10.6
2023-09-06T06:00,11.2,0.00,0.00,7.6,274,18.4,11.1
2023-09-06T07:00,12.1,0.00,0.00,16.2,258,26.6,11.7
2023-09-06T08:00,13.0,0.00,0.00,14.4,243,27.4,12.2
2023-09-06T09:00,13.1,0.00,0.00,14.0,241,25.2,12.6
2023-09-06T10:00,13.8,0.00,0.00,18.0,242,30.6,13.3
2023-09-06T11:00,13.9,0.00,0.00,18.4,222,31.0,13.1
2023-09-06T12:00,13.5,0.00,0.00,23.8,224,40.0,13.6
2023-09-06T13:00,14.1,0.00,0.00,22.3,214,40.3,13.2
2023-09-06T14:00,13.8,0.00,0.00,21.6,212,38.5,13.0
2023-09-06T15:00,13.8,0.00,0.00,22.3,212,38.2,12.8
2023-09-06T16:00,12.9,0.00,0.00,22.3,217,38.2,12.6
2023-09-06T17:00,12.6,0.00,0.00,18.0,216,37.4,12.1
2023-09-06T18:00,12.4,0.00,0.00,12.2,203,29.2,11.7
2023-09-06T19:00,12.2,0.00,0.00,9.4,185,20.5,11.5
2023-09-06T20:00,11.8,0.00,0.00,10.4,179,17.3,11.3
2023-09-06T21:00,11.7,0.00,0.00,11.5,180,19.1,11.1
2023-09-06T22:00,11.6,0.00,0.00,10.8,186,19.1,11.0
2023-09-06T23:00,11.4,0.00,0.00,11.5,199,19.4,10.9
2023-09-07T00:00,11.2,0.00,0.00,10.8,198,20.5,10.8
2023-09-07T01:00,11.1,0.00,0.00,10.1,194,17.6,10.9
2023-09-07T02:00,11.0,0.00,0.00,11.2,190,18.7,10.9
2023-09-07T03:00,10.8,0.00,0.00,11.5,195,20.2,10.3
2023-09-07T04:00,10.7,0.00,0.00,10.4,197,19.1,10.1
2023-09-07T05:00,10.5,0.00,0.00,9.4,193,17.6,10.6
2023-09-07T06:00,11.1,0.00,0.00,12.6,194,20.9,10.9
2023-09-07T07:00,12.0,0.00,0.00,15.8,199,27.4,11.5
2023-09-07T08:00,12.7,0.00,0.00,18.4,191,31.0,12.2
2023-09-07T09:00,13.9,0.00,0.00,24.5,194,42.5,12.7
2023-09-07T10:00,15.2,0.00,0.00,24.1,205,43.2,13.2
2023-09-07T11:00,15.2,0.00,0.00,25.9,215,46.4,12.9
2023-09-07T12:00,15.1,0.00,0.00,27.0,220,47.2,13.6
2023-09-07T13:00,15.4,0.00,0.00,19.8,203,47.5,14.0
2023-09-07T14:00,15.5,0.00,0.00,24.5,197,42.1,13.2
2023-09-07T15:00,15.2,0.00,0.00,24.1,202,42.1,13.0
2023-09-07T16:00,14.5,0.10,0.00,23.8,201,43.2,12.9
2023-09-07T17:00,14.0,0.70,0.00,22.0,208,41.4,12.8
2023-09-07T18:00,13.6,3.70,0.00,20.2,191,38.2,12.5
2023-09-07T19:00,13.5,3.20,0.00,21.6,195,36.0,12.6
2023-09-07T20:00,13.7,3.50,0.00,23.0,193,38.9,12.6
2023-09-07T21:00,13.5,1.60,0.00,23.0,191,39.2,12.7
2023-09-07T22:00,13.5,2.20,0.00,22.7,195,39.6,12.7
2023-09-07T23:00,13.3,0.30,0.00,23.8,190,40.7,12.7
2023-09-08T00:00,13.3,2.20,0.00,26.6,196,47.2,13.1
2023-09-08T01:00,13.4,4.50,0.00,25.9,198,45.0,13.0
2023-09-08T02:00,13.4,0.10,0.00,25.6,194,44.6,13.1
2023-09-08T03:00,13.5,0.00,0.00,29.2,195,49.7,13.0
2023-09-08T04:00,13.8,0.00,0.00,29.2,194,50.4,13.1
2023-09-08T05:00,13.8,0.00,0.00,27.4,190,49.7,13.2
2023-09-08T06:00,14.1,0.00,0.00,23.4,192,49.0,13.3
2023-09-08T07:00,14.5,0.00,0.00,22.0,203,39.6,13.7
2023-09-08T08:00,16.3,0.00,0.00,20.5,196,37.4,14.0
2023-09-08T09:00,16.9,0.00,0.00,20.5,184,35.3,14.3
2023-09-08T10:00,16.7,0.00,0.00,23.4,182,39.6,14.6
2023-09-08T11:00,17.0,0.10,0.00,20.9,194,39.2,14.8
2023-09-08T12:00,15.3,0.50,0.00,29.2,195,49.7,14.1
2023-09-08T13:00,15.1,0.00,0.00,27.0,192,49.3,13.9
2023-09-08T14:00,15.7,0.00,0.00,24.8,194,45.4,14.1
